Model,Dice_mean,Dice_std,IoU_mean,IoU_std,SurfaceDice@4mm_mean,SurfaceDice@4mm_std,median_err_px_mean,median_err_px_std,mean_err_px_mean,mean_err_px_std
BAMNet,0.9163427724963329,0.010805762786948834,0.8500260064432166,0.017728630689771423,0.844627879956032,0.031223135413934282,7.644300437371579,0.32672617301393625,10.01855897990281,0.1693963675880284
