epoch,step,train/beta_eff,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/offset_gain_eff,train/sigma_eff,train/w_bnd_eff,train/w_pts_eff,val/beta_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/offset_gain_eff,val/pt_vis_count,val/sigma_eff,val/w_bnd_eff,val/w_pts_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,162,4.0,0.36042436957359314,2.3086140155792236,0.07526405155658722,0.6395756006240845,1.519887089729309,14.734320640563965,0.04645518958568573,0.44560232758522034,0.5,2.0,0.09999999403953552,0.7999999523162842,4.0,0.40394267439842224,1.6583091020584106,0.044821955263614655,0.5960572957992554,0.8422852754592896,8.017313957214355,0.04055380821228027,0.38394126296043396,0.5,0.9969135522842407,2.0,0.10000000149011612,0.800000011920929,0.40766191482543945,0.40394267439842224,14.198966979980469
1,325,5.0,0.47141286730766296,1.3915694952011108,0.02709284797310829,0.5285870432853699,0.7130789756774902,6.805076599121094,0.03257129713892937,0.289809912443161,0.5,1.9499998092651367,0.09999999403953552,0.7999999523162842,5.0,0.5094508528709412,1.4153685569763184,0.016988299787044525,0.49054914712905884,0.8371068835258484,8.111328125,0.025974061340093613,0.25343504548072815,0.5,0.9969135522842407,1.9500000476837158,0.10000000149011612,0.800000011920929,0.4696802794933319,0.5094508528709412,14.38879108428955
2,488,6.0,0.5698822736740112,1.1256394386291504,0.01116792019456625,0.43011772632598877,0.6203600764274597,6.00216817855835,0.02014322392642498,0.19811685383319855,0.5,1.899999976158142,0.09999999403953552,0.7999999523162842,6.0,0.5831971168518066,1.2134289741516113,0.008967903442680836,0.41680288314819336,0.755579948425293,7.394947528839111,0.01608513668179512,0.19126537442207336,0.5,0.9969135522842407,1.899999976158142,0.10000000149011612,0.800000011920929,0.5260928869247437,0.5831971168518066,12.704744338989258
3,651,7.0,0.6626196503639221,0.9269503355026245,0.00665524834766984,0.3373803496360779,0.5699793696403503,5.571998596191406,0.012779487296938896,0.1329210102558136,0.5,1.8499999046325684,0.09999999403953552,0.7999999523162842,7.0,0.6927440762519836,1.0497682094573975,0.006752155255526304,0.30725595355033875,0.7812196016311646,7.715170860290527,0.00970252975821495,0.11686137318611145,0.5,0.9969135522842407,1.850000023841858,0.10000000149011612,0.800000011920929,0.5874446034431458,0.6927440762519836,13.283135414123535
4,814,8.0,0.7415748238563538,0.7860469222068787,0.005144846625626087,0.25842514634132385,0.5412992835044861,5.332711696624756,0.008028020150959492,0.09406793117523193,0.5,1.8000000715255737,0.09999999403953552,0.7999999523162842,8.0,0.7420803904533386,0.9395683407783508,0.00586363673210144,0.2579196095466614,0.7264997959136963,7.194952964782715,0.007004503160715103,0.0998624786734581,0.5,0.9969135522842407,1.7999999523162842,0.10000000149011612,0.800000011920929,0.6255615949630737,0.7420803904533386,12.183601379394531
5,977,9.0,0.798678994178772,0.6871554255485535,0.004506508354097605,0.20132099092006683,0.5168893337249756,5.113548278808594,0.005534416064620018,0.07187232375144958,0.5,1.75,0.09999999403953552,0.7999999523162842,9.0,0.7875326871871948,0.8911525011062622,0.005486641079187393,0.21246735751628876,0.734076976776123,7.296848297119141,0.004392148926854134,0.09087491035461426,0.5,0.9969135522842407,1.75,0.10000000149011612,0.800000011920929,0.65245121717453,0.7875326871871948,12.230669975280762
6,1140,10.0,0.8369813561439514,0.6286142468452454,0.004258043598383665,0.16301867365837097,0.5061172246932983,5.021785259246826,0.003938672598451376,0.06027599424123764,0.5,1.6999998092651367,0.09999999403953552,0.7999999523162842,10.0,0.8250402212142944,0.8449356555938721,0.005396103486418724,0.17495974898338318,0.7410523891448975,7.37825870513916,0.0032264371402561665,0.07659441232681274,0.5,0.9969135522842407,1.7000000476837158,0.10000000149011612,0.800000011920929,0.6739367842674255,0.8250402212142944,12.357279777526855
7,1303,11.0,0.8651347756385803,0.5756644606590271,0.004231491591781378,0.13486525416374207,0.48650166392326355,4.834630966186523,0.0030386270955204964,0.05117468908429146,0.5,1.6500000953674316,0.09999999403953552,0.7999999523162842,11.0,0.8426029682159424,0.8213903903961182,0.005335095338523388,0.15739703178405762,0.7349106073379517,7.3201704025268555,0.0028935493901371956,0.07553130388259888,0.5,0.9969135522842407,1.649999976158142,0.10000000149011612,0.800000011920929,0.6860362887382507,0.8426029682159424,12.163796424865723
8,1466,12.0,0.8831862807273865,0.5469879508018494,0.004133931361138821,0.11681374162435532,0.479454904794693,4.769564151763916,0.002498510992154479,0.04619690775871277,0.5,1.5999999046325684,0.09999999403953552,0.7999999523162842,12.0,0.8537397980690002,0.8069155216217041,0.005235842429101467,0.14626017212867737,0.728158175945282,7.260004043579102,0.002157784067094326,0.07760518789291382,0.5,0.9969135522842407,1.600000023841858,0.10000000149011612,0.800000011920929,0.6924236416816711,0.8537397980690002,12.20004940032959
9,1629,12.0,0.8957237601280212,0.5184069275856018,0.0040727658197283745,0.10427617281675339,0.46438223123550415,4.623584747314453,0.0020237502176314592,0.04221765324473381,0.5,1.5499998331069946,0.09999999403953552,0.7999999523162842,12.0,0.863890528678894,0.8035027980804443,0.005236857105046511,0.13610950112342834,0.7369401454925537,7.349704742431641,0.0019697328098118305,0.07731746137142181,0.5,0.9969135522842407,1.5499999523162842,0.10000000149011612,0.800000011920929,0.6970837712287903,0.863890528678894,12.377690315246582
