epoch,step,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/sigma_max,train/sigma_min,train/w_bnd_eff,train/w_pts_eff,train/w_seg_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/pt_vis_count,val/sigma_max,val/sigma_min,val/w_bnd_eff,val/w_pts_eff,val/w_seg_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,185,0.42495203018188477,2.3218584060668945,0.05762059614062309,0.5750479698181152,1.6351196765899658,15.929915428161621,0.04212810471653938,0.3530445694923401,3.0,3.0,10.0,0.5,1.0,0.5756402611732483,1.395438551902771,0.03139679506421089,0.4243597984313965,0.9338087439537048,8.997952461242676,0.034013524651527405,0.19020631909370422,1.0,3.0,3.0,10.0,0.5,1.0,0.49759185314178467,0.5756402611732483,16.27988052368164
1,371,0.748802900314331,0.9086817502975464,0.01736668311059475,0.25119709968566895,0.7685163617134094,7.443511486053467,0.02416514791548252,0.09955959767103195,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.7961173057556152,0.8115251660346985,0.010013517923653126,0.20388272404670715,0.752742350101471,7.345698833465576,0.01817239075899124,0.13113613426685333,1.0,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.6546206474304199,0.7961173057556152,12.605220794677734
2,557,0.8716006278991699,0.5817340016365051,0.0064185853116214275,0.1283993422985077,0.6580948233604431,6.453365325927734,0.012758305296301842,0.06010144203901291,2.9000000953674316,2.9000000953674316,10.0,0.5,1.0,0.8593683242797852,0.6222314834594727,0.0059207892045378685,0.14063167572021484,0.7021251320838928,6.929978370666504,0.00912731047719717,0.07132937014102936,1.0,2.9000003337860107,2.9000003337860107,10.0,0.5,1.0,0.699127197265625,0.8593683242797852,11.797627449035645
3,743,0.8975169062614441,0.4978860318660736,0.004003109410405159,0.10248313099145889,0.6071525812149048,6.000229835510254,0.007129658944904804,0.051795486360788345,2.8499999046325684,2.8499999046325684,10.0,0.5,1.0,0.8824182152748108,0.5818049311637878,0.004768759943544865,0.117581807076931,0.7026470899581909,6.96183443069458,0.006463578902184963,0.06521199643611908,1.0,2.8499996662139893,2.8499996662139893,10.0,0.5,1.0,0.7137055993080139,0.8824182152748108,11.709084510803223
4,929,0.9084857106208801,0.46242472529411316,0.0030727419070899487,0.09151425957679749,0.5845930576324463,5.797792911529541,0.004813709761947393,0.047886546701192856,2.799999952316284,2.799999952316284,10.0,0.5,1.0,0.8936479687690735,0.5634278059005737,0.0037339399568736553,0.1063520759344101,0.706071674823761,7.019381523132324,0.0041335285641252995,0.06670049577951431,1.0,2.8000001907348633,2.8000001907348633,10.0,0.5,1.0,0.7191534042358398,0.8936479687690735,11.862146377563477
5,1115,0.9142887592315674,0.4420391321182251,0.0027426916640251875,0.085711270570755,0.565986156463623,5.624103546142578,0.0035757473669946194,0.045907847583293915,2.75,2.75,10.0,0.5,1.0,0.8995245099067688,0.537407636642456,0.003693758277222514,0.10047554969787598,0.6932862401008606,6.904994964599609,0.002786671044304967,0.053351372480392456,1.0,2.75,2.75,10.0,0.5,1.0,0.7255328893661499,0.8995245099067688,11.52641773223877
6,1301,0.9191601872444153,0.42520472407341003,0.002591283991932869,0.0808398574590683,0.5501384139060974,5.47731876373291,0.0024065361358225346,0.04338282346725464,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.8795009851455688,0.5813871622085571,0.0036580446176230907,0.12049902975559235,0.7163475155830383,7.139120578765869,0.0024354825727641582,0.06613389402627945,1.0,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.7078961133956909,0.8795009851455688,12.198110580444336
7,1487,0.9208862781524658,0.41904616355895996,0.0025085730012506247,0.07911363244056702,0.5441691279411316,5.420579433441162,0.0021111215464770794,0.04276226833462715,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.8850953578948975,0.5810117721557617,0.003454592078924179,0.11490467190742493,0.7378365993499756,7.361001014709473,0.0017364133382216096,0.06264291703701019,1.0,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.709021270275116,0.8850953578948975,12.476452827453613
8,1673,0.9240596294403076,0.40915006399154663,0.0024499651044607162,0.07594034075737,0.5345263481140137,5.330071449279785,0.0015192009741440415,0.041446901857852936,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.8912385106086731,0.562179446220398,0.0034614363685250282,0.10876140743494034,0.7089557647705078,7.074010848999023,0.0015547059010714293,0.06432578712701797,1.0,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.7173475027084351,0.8912385106086731,11.905277252197266
9,1859,0.9263132810592651,0.40281152725219727,0.0023854896426200867,0.07368679344654083,0.5305628776550293,5.292076110839844,0.0013552221935242414,0.039988406002521515,2.549999952316284,2.549999952316284,10.0,0.5,1.0,0.9010798335075378,0.5325930118560791,0.0032926429994404316,0.09892015904188156,0.6834996342658997,6.8233489990234375,0.0011647142237052321,0.05899655818939209,1.0,2.5500001907348633,2.5500001907348633,10.0,0.5,1.0,0.7284749746322632,0.9010798335075378,11.296183586120605
