epoch,step,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/sigma_max,train/sigma_min,train/w_bnd_eff,train/w_pts_eff,train/w_seg_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/pt_vis_count,val/sigma_max,val/sigma_min,val/w_bnd_eff,val/w_pts_eff,val/w_seg_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,185,0.42014822363853455,2.4386634826660156,0.05819609388709068,0.5798518061637878,1.8448299169540405,17.93416976928711,0.051412880420684814,0.35443583130836487,3.0,3.0,10.0,0.5,1.0,0.5779072642326355,1.3612568378448486,0.028688855469226837,0.4220927059650421,0.9650987982749939,9.20779800415039,0.04431901127099991,0.16972623765468597,1.0,3.0,3.0,10.0,0.5,1.0,0.4963942766189575,0.5779072642326355,16.729049682617188
1,371,0.7293548583984375,0.9693185091018677,0.018458573147654533,0.2706451117992401,0.8122212290763855,7.814266681671143,0.030794620513916016,0.10797704756259918,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.8107739090919495,0.7773241400718689,0.010717286728322506,0.18922612071037292,0.8178989887237549,7.94517707824707,0.023381276056170464,0.0719757080078125,1.0,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.65358567237854,0.8107739090919495,13.934704780578613
2,557,0.8648397922515869,0.6046833992004395,0.006923728156834841,0.13516023755073547,0.6765950322151184,6.60193395614624,0.01640155538916588,0.06198836863040924,2.9000000953674316,2.9000000953674316,10.0,0.5,1.0,0.8603861927986145,0.6606377959251404,0.006108650006353855,0.1396138221025467,0.7686607837677002,7.571527481079102,0.01150796189904213,0.07560709863901138,1.0,2.9000003337860107,2.9000003337860107,10.0,0.5,1.0,0.6901837587356567,0.8603861927986145,12.994847297668457
3,743,0.8954465985298157,0.5052973031997681,0.0040818750858306885,0.10455336421728134,0.6143609881401062,6.053119659423828,0.009048989042639732,0.052744701504707336,2.8499999046325684,2.8499999046325684,10.0,0.5,1.0,0.8797653913497925,0.5882050395011902,0.004052386619150639,0.12023457139730453,0.7184802889823914,7.106247901916504,0.007855473086237907,0.06820644438266754,1.0,2.8499996662139893,2.8499996662139893,10.0,0.5,1.0,0.7096853852272034,0.8797653913497925,11.999039649963379
4,929,0.9075360298156738,0.46996402740478516,0.0031143759842962027,0.09246398508548737,0.5959235429763794,5.897764682769775,0.006147101521492004,0.04839450120925903,2.799999952316284,2.799999952316284,10.0,0.5,1.0,0.8769469857215881,0.5845888257026672,0.00400958489626646,0.12305303663015366,0.714709460735321,7.099889278411865,0.004720501601696014,0.0640852078795433,1.0,2.8000001907348633,2.8000001907348633,10.0,0.5,1.0,0.7085549235343933,0.8769469857215881,11.931422233581543
5,1115,0.9134198427200317,0.4468934237957001,0.0028078886680305004,0.08658021688461304,0.5720556974411011,5.6810078620910645,0.003954789135605097,0.04620650038123131,2.75,2.75,10.0,0.5,1.0,0.8808121681213379,0.5905981063842773,0.003721312154084444,0.1191878467798233,0.7462603449821472,7.426421165466309,0.003618198912590742,0.06106694042682648,1.0,2.75,2.75,10.0,0.5,1.0,0.7041798830032349,0.8808121681213379,12.767040252685547
6,1301,0.9180293083190918,0.43201929330825806,0.0026461458764970303,0.08197072893381119,0.5593723654747009,5.563732624053955,0.00299912435002625,0.043900903314352036,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.882789134979248,0.6070513725280762,0.0035190556664019823,0.11721085011959076,0.7637574076652527,7.609508991241455,0.0028064583893865347,0.07277132570743561,1.0,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.703415036201477,0.882789134979248,13.022698402404785
7,1487,0.9206148982048035,0.4191162884235382,0.0025386083871126175,0.07938516139984131,0.5429098606109619,5.407793998718262,0.002130442298948765,0.04289012774825096,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.8900320529937744,0.5564787983894348,0.0035440039355307817,0.10996797680854797,0.7111378908157349,7.094110488891602,0.0017268176889047027,0.055501893162727356,1.0,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.7159684896469116,0.8900320529937744,11.984152793884277
8,1673,0.9253197312355042,0.39988216757774353,0.0024535376578569412,0.07468032091856003,0.5207489728927612,5.191290855407715,0.0016199602978304029,0.04029196500778198,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.8797367811203003,0.6022530198097229,0.0035635721869766712,0.12026320397853851,0.7544923424720764,7.530755996704102,0.0014168214984238148,0.06910791993141174,1.0,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.7014241218566895,0.8797367811203003,13.04385757446289
9,1859,0.9251995086669922,0.40768396854400635,0.002405584556981921,0.07480046898126602,0.5357223749160767,5.343618392944336,0.001360539929009974,0.04096643999218941,2.549999952316284,2.549999952316284,10.0,0.5,1.0,0.8919346332550049,0.5740596652030945,0.003408783348277211,0.1080654188990593,0.7459872364997864,7.437103271484375,0.002276904182508588,0.05891278013586998,1.0,2.5500001907348633,2.5500001907348633,10.0,0.5,1.0,0.7130860686302185,0.8919346332550049,12.481343269348145
