epoch,step,train/beta_eff,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/offset_gain_eff,train/sigma_eff,train/w_bnd_eff,train/w_pts_eff,val/beta_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/offset_gain_eff,val/pt_vis_count,val/sigma_eff,val/w_bnd_eff,val/w_pts_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,162,4.0,0.3627185523509979,2.250645875930786,0.07892853021621704,0.6372814178466797,1.4548609256744385,14.088324546813965,0.046028368175029755,0.44158273935317993,0.5,2.0,0.09999999403953552,0.7999999523162842,4.0,0.39980530738830566,1.7274121046066284,0.04824197664856911,0.6001946926116943,0.9187033772468567,8.796539306640625,0.039049431681632996,0.3874305486679077,0.5,0.9969135522842407,2.0,0.10000000149011612,0.800000011920929,0.39441633224487305,0.39980530738830566,15.884415626525879
1,325,5.0,0.47113579511642456,1.3833954334259033,0.03385787084698677,0.5288642048835754,0.7093920111656189,6.755934238433838,0.033798668533563614,0.2836318612098694,0.5,1.9499998092651367,0.09999999403953552,0.7999999523162842,5.0,0.4983951151371002,1.4226508140563965,0.018642723560333252,0.5016048550605774,0.8277924656867981,8.02450180053711,0.025342222303152084,0.25694769620895386,0.5,0.9969135522842407,1.9500000476837158,0.10000000149011612,0.800000011920929,0.46496400237083435,0.4983951151371002,14.10699462890625
2,488,6.0,0.5731014609336853,1.1145179271697998,0.013657144270837307,0.4268985092639923,0.6186319589614868,5.965629577636719,0.02206900343298912,0.1913481056690216,0.5,1.899999976158142,0.09999999403953552,0.7999999523162842,6.0,0.5971081256866455,1.2274072170257568,0.010541182942688465,0.4028919041156769,0.8057916760444641,7.882411956787109,0.01755049079656601,0.1788279116153717,0.5,0.9969135522842407,1.899999976158142,0.10000000149011612,0.800000011920929,0.5280046463012695,0.5971081256866455,13.565481185913086
3,651,7.0,0.6695955395698547,0.9145174622535706,0.00746694952249527,0.33040446043014526,0.5699766874313354,5.5586395263671875,0.014112729579210281,0.12738485634326935,0.5,1.8499999046325684,0.09999999403953552,0.7999999523162842,7.0,0.6703628301620483,1.0783824920654297,0.007224945351481438,0.32963722944259644,0.7771247625350952,7.656593322753906,0.011465387418866158,0.12632305920124054,0.5,0.9969135522842407,1.850000023841858,0.10000000149011612,0.800000011920929,0.5757806301116943,0.6703628301620483,13.046392440795898
4,814,8.0,0.7571974992752075,0.7639845013618469,0.005615735426545143,0.2428024858236313,0.5431687235832214,5.339493751525879,0.009219336323440075,0.08608543127775192,0.5,1.8000000715255737,0.09999999403953552,0.7999999523162842,8.0,0.7558295130729675,0.9235895872116089,0.006223499774932861,0.24417050182819366,0.735500156879425,7.280115604400635,0.007488620467483997,0.09039664268493652,0.5,0.9969135522842407,1.7999999523162842,0.10000000149011612,0.800000011920929,0.6328811049461365,0.7558295130729675,12.298608779907227
5,977,9.0,0.8171929717063904,0.6642546057701111,0.00474673742428422,0.182807058095932,0.5193608999252319,5.132157325744629,0.00614522211253643,0.06548415869474411,0.5,1.75,0.09999999403953552,0.7999999523162842,9.0,0.8083974123001099,0.8701709508895874,0.005650210194289684,0.19160261750221252,0.7460142970085144,7.411673069000244,0.0048469738103449345,0.08119184523820877,0.5,0.9969135522842407,1.75,0.10000000149011612,0.800000011920929,0.662799596786499,0.8083974123001099,12.502103805541992
6,1140,10.0,0.8528788685798645,0.6096289753913879,0.004407080356031656,0.1471211463212967,0.5078243613243103,5.033746242523193,0.004449695814400911,0.05580759793519974,0.5,1.6999998092651367,0.09999999403953552,0.7999999523162842,10.0,0.8261005878448486,0.8641270399093628,0.005481668747961521,0.17389945685863495,0.7648677825927734,7.608457565307617,0.004022032953798771,0.07778511941432953,0.5,0.9969135522842407,1.7000000476837158,0.10000000149011612,0.800000011920929,0.6718863248825073,0.8261005878448486,12.698129653930664
7,1303,11.0,0.8771856427192688,0.5590597987174988,0.004274420440196991,0.12281440943479538,0.4845280349254608,4.811108589172363,0.0034171564038842916,0.04819547012448311,0.5,1.6500000953674316,0.09999999403953552,0.7999999523162842,11.0,0.8453505039215088,0.8633494973182678,0.005333551671355963,0.1546494960784912,0.7846142053604126,7.816636085510254,0.0029505703132599592,0.08047525584697723,0.5,0.9969135522842407,1.649999976158142,0.10000000149011612,0.800000011920929,0.6801589727401733,0.8453505039215088,13.128252983093262
8,1466,12.0,0.8920764327049255,0.5320613980293274,0.004195764660835266,0.10792353749275208,0.47470420598983765,4.720869064331055,0.002617240184918046,0.04395496845245361,0.5,1.5999999046325684,0.09999999403953552,0.7999999523162842,12.0,0.8563927412033081,0.8161488175392151,0.005286082625389099,0.1436072587966919,0.7486515641212463,7.46303653717041,0.0023479231167584658,0.07309171557426453,0.5,0.9969135522842407,1.600000023841858,0.10000000149011612,0.800000011920929,0.6900531053543091,0.8563927412033081,12.69922924041748
9,1629,12.0,0.9020786285400391,0.5117368698120117,0.004129680804908276,0.09792131930589676,0.4656637907028198,4.6354546546936035,0.002118312055245042,0.04087163135409355,0.5,1.5499998331069946,0.09999999403953552,0.7999999523162842,12.0,0.8532242178916931,0.8496325016021729,0.005266050808131695,0.14677578210830688,0.7712663412094116,7.6943559646606445,0.0018307487480342388,0.08531702309846878,0.5,0.9969135522842407,1.5499999523162842,0.10000000149011612,0.800000011920929,0.6856040358543396,0.8532242178916931,13.032254219055176
10,1792,12.0,0.9126927256584167,0.4915030896663666,0.0041426136158406734,0.0873071625828743,0.45804262161254883,4.562828540802002,0.001759805018082261,0.03734748438000679,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8719959259033203,0.7989501953125,0.005215798504650593,0.1280040442943573,0.7473053336143494,7.457080841064453,0.0015972158871591091,0.07258029282093048,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.7010908126831055,0.8719959259033203,12.485394477844238
11,1955,12.0,0.9185361862182617,0.4793185293674469,0.004090882372111082,0.08146379888057709,0.4524380564689636,4.509203910827637,0.0015176654560491443,0.03549521043896675,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8714593648910522,0.8289999961853027,0.005213567055761814,0.12854059040546417,0.7792788743972778,7.7790398597717285,0.0013748037163168192,0.07651497423648834,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.6942224502563477,0.8714593648910522,13.344468116760254
12,2118,12.0,0.9236319661140442,0.47137880325317383,0.0040582166984677315,0.07636801153421402,0.451210618019104,4.499216556549072,0.0012889904901385307,0.033636435866355896,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8657400608062744,0.8118653893470764,0.0052053676918148994,0.13425998389720917,0.7475405931472778,7.46268367767334,0.0012721722014248371,0.07905237376689911,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.6957438588142395,0.8657400608062744,12.688621520996094
13,2281,12.0,0.9279026389122009,0.45550450682640076,0.004006335511803627,0.07209731638431549,0.43881112337112427,4.375950336456299,0.001216077129356563,0.03195769712328911,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8796179294586182,0.7870631814002991,0.0051741208881139755,0.12038207799196243,0.7272321581840515,7.26141357421875,0.0010907980613410473,0.0843779519200325,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.708420991897583,0.8796179294586182,12.14223575592041
14,2444,12.0,0.9311645030975342,0.44576355814933777,0.003996759187430143,0.06883545964956284,0.4315216839313507,4.3048014640808105,0.0010415459983050823,0.031311068683862686,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8788184523582458,0.7907508611679077,0.00517066428437829,0.12118153274059296,0.7202589511871338,7.192571640014648,0.0010018681641668081,0.09284506738185883,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.7082538604736328,0.8788184523582458,12.103995323181152
15,2607,12.0,0.9339779019355774,0.4354564845561981,0.003977268934249878,0.066022127866745,0.4239911735057831,4.230801105499268,0.0009110442479141057,0.029843680560588837,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8798301219940186,0.7896386981010437,0.005125049501657486,0.12016989290714264,0.7269294261932373,7.260639667510986,0.0008654838893562555,0.0874127522110939,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.7090204954147339,0.8798301219940186,12.084507942199707
16,2770,12.0,0.9368357062339783,0.42768532037734985,0.00392816262319684,0.06316429376602173,0.4190918207168579,4.182542324066162,0.0008376442710869014,0.028854694217443466,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8757487535476685,0.8014373779296875,0.005050288513302803,0.12425124645233154,0.7317176461219788,7.30921745300293,0.0007958590285852551,0.09130696952342987,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.7053188681602478,0.8757487535476685,12.23832893371582
17,2933,12.0,0.9389541745185852,0.42063915729522705,0.003902669996023178,0.06104587763547897,0.4140486717224121,4.132612228393555,0.0007874672883190215,0.027964100241661072,0.5,1.5,0.09999999403953552,0.7999999523162842,12.0,0.8701566457748413,0.8353627920150757,0.004951296374201775,0.1298433393239975,0.7565984129905701,7.55820369720459,0.0007779864827170968,0.09974558651447296,0.5,0.9969135522842407,1.5,0.10000000149011612,0.800000011920929,0.6975000500679016,0.8701566457748413,12.804230690002441
