epoch,step,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/sigma_max,train/sigma_min,train/w_bnd_eff,train/w_pts_eff,train/w_seg_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/pt_vis_count,val/sigma_max,val/sigma_min,val/w_bnd_eff,val/w_pts_eff,val/w_seg_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,185,0.38342997431755066,2.550259828567505,0.06391021609306335,0.616569995880127,1.7820804119110107,17.299070358276367,0.052173275500535965,0.403547465801239,3.0,3.0,10.0,0.5,1.0,0.5021988749504089,1.9227185249328613,0.03846568986773491,0.49780115485191345,1.5787934064865112,15.32802677154541,0.045990604907274246,0.2508638799190521,1.0,3.0,3.0,10.0,0.5,1.0,0.4012758731842041,0.5021988749504089,30.017393112182617
1,371,0.6424418091773987,1.2923922538757324,0.026015041396021843,0.3575582206249237,1.050367832183838,10.110884666442871,0.039279256016016006,0.1494997888803482,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.7229470014572144,1.1292203664779663,0.01659952849149704,0.27705299854278564,1.1283910274505615,10.988377571105957,0.029553228989243507,0.12197653204202652,1.0,2.950000047683716,2.950000047683716,10.0,0.5,1.0,0.565640926361084,0.7229470014572144,20.332275390625
2,557,0.802581787109375,0.8316535353660583,0.012696878984570503,0.1974182277917862,0.8509368896484375,8.23769474029541,0.027167486026883125,0.08179815113544464,2.9000000953674316,2.9000000953674316,10.0,0.5,1.0,0.8150229454040527,0.880725622177124,0.009802795015275478,0.18497708439826965,1.030120849609375,10.06651782989502,0.023469028994441032,0.08266013115644455,1.0,2.9000003337860107,2.9000003337860107,10.0,0.5,1.0,0.6279906034469604,0.8150229454040527,18.781770706176758
3,743,0.8631123900413513,0.6623416543006897,0.007523843087255955,0.1368875950574875,0.7703573703765869,7.509382247924805,0.01941911317408085,0.06503698229789734,2.8499999046325684,2.8499999046325684,10.0,0.5,1.0,0.8522001504898071,0.7062948942184448,0.006982078310102224,0.14779983460903168,0.824126124382019,8.07586669921875,0.016539404168725014,0.07661119103431702,1.0,2.8499996662139893,2.8499996662139893,10.0,0.5,1.0,0.6766732335090637,0.8522001504898071,14.190653800964355
4,929,0.8785111904144287,0.6145864725112915,0.005550488829612732,0.12148886173963547,0.748691737651825,7.336343288421631,0.015057427808642387,0.06324683129787445,2.799999952316284,2.799999952316284,10.0,0.5,1.0,0.852855384349823,0.9192699790000916,0.0060473051853477955,0.1471446454524994,1.2444580793380737,12.296730041503906,0.01478511095046997,0.08942309767007828,1.0,2.8000001907348633,2.8000001907348633,10.0,0.5,1.0,0.6322311758995056,0.852855384349823,23.190080642700195
5,1115,0.8887102603912354,0.5825580954551697,0.004568792879581451,0.11128968000411987,0.7301705479621887,7.177388668060303,0.012431662529706955,0.06049518287181854,2.75,2.75,10.0,0.5,1.0,0.856650173664093,0.7823279500007629,0.005274364724755287,0.14334985613822937,1.0141035318374634,10.038701057434082,0.010233428329229355,0.0791826918721199,1.0,2.75,2.75,10.0,0.5,1.0,0.6538500785827637,0.856650173664093,18.600038528442383
6,1301,0.8923395872116089,0.5709562301635742,0.004075599368661642,0.10766042768955231,0.7265326380729675,7.16297721862793,0.010234881192445755,0.05927348881959915,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.8703997135162354,0.6766298413276672,0.004776301793754101,0.12960034608840942,0.8567928671836853,8.477778434753418,0.009015058167278767,0.07086997479200363,1.0,2.700000047683716,2.700000047683716,10.0,0.5,1.0,0.6828380227088928,0.8703997135162354,14.906875610351562
7,1487,0.8998493552207947,0.5342184901237488,0.003583492012694478,0.10015065222978592,0.6861799359321594,6.777465343475342,0.008433417417109013,0.05514296516776085,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.8821606636047363,0.6365088224411011,0.004400752484798431,0.11783936619758606,0.8223549127578735,8.151674270629883,0.00718747079372406,0.06348446756601334,1.0,2.6500000953674316,2.6500000953674316,10.0,0.5,1.0,0.6936389207839966,0.8821606636047363,14.339411735534668
8,1673,0.9088598489761353,0.48897987604141235,0.0032591589260846376,0.09114015102386475,0.6298764944076538,6.228766441345215,0.006999841891229153,0.050309907644987106,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.8792873024940491,0.6606764793395996,0.004292552825063467,0.12071270495653152,0.845840334892273,8.393089294433594,0.006531389430165291,0.07411810010671616,1.0,2.5999999046325684,2.5999999046325684,10.0,0.5,1.0,0.6909072995185852,0.8792873024940491,14.489556312561035
9,1859,0.9068847298622131,0.505244255065918,0.003126417985185981,0.09311532229185104,0.6557784676551819,6.500101089477539,0.005768377799540758,0.05297552049160004,2.549999952316284,2.549999952316284,10.0,0.5,1.0,0.8761219382286072,0.6691256761550903,0.00413657957687974,0.12387806922197342,0.8690388798713684,8.644818305969238,0.004557149019092321,0.0693623274564743,1.0,2.5500001907348633,2.5500001907348633,10.0,0.5,1.0,0.6829608082771301,0.8761219382286072,15.431112289428711
